Country Name,Country Code,Series Name,Series Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018]
Denmark,DNK,GNI per capita (constant 2010 US$),NY.GNP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,30642.9710341364,31308.1305488037,32333.0186290713,33541.1652572793,32876.1141131891,32285.6675614468,34148.1876843489,34626.3041252143,35246.5535071519,36252.8471294683,36125.6524449344,35598.0330827216,36698.3197892183,37753.604692442,39154.406893489,40660.2719440536,42692.2020986734,42884.2804185346,42768.2791858109,42867.8832223896,43302.3902374125,43723.2808746012,44531.9556117538,44608.0771655955,46887.9076517311,48269.4828745483,49309.9823002385,50782.5751139608,51919.4476866739,53466.4203104542,54621.3719741374,55309.4549843746,55513.6952726888,55768.4145782222,57677.670075602,59258.0575944628,61614.4522261082,61474.0589836085,61169.8474828148,57791.6859019761,58990.7844412916,59799.6866536358,59800.7266976232,60647.8965219652,61612.5457759843,62271.0279432975,62951.0140012929,63754.6418091257,64432.1493785322
Denmark,DNK,"Population, total",SP.POP.TOTL,4579603,4611687,4647727,4684483,4722072,4759012,4797381,4835354,4864883,4891860,4928757,4963126,4991596,5021861,5045297,5059862,5072596,5088419,5104248,5116801,5123027,5121572,5117810,5114297,5111619,5113691,5120534,5127024,5129516,5132594,5140939,5154298,5171370,5188628,5206180,5233373,5263074,5284991,5304219,5321799,5339616,5358783,5375931,5390574,5404523,5419432,5437272,5461438,5493621,5523095,5547683,5570572,5591572,5614932,5643475,5683483,5728010,5764980,5797446
Djibouti,DJI,Net migration,SM.POP.NETM,..,..,18000,..,..,..,..,25000,..,..,..,..,34997,..,..,..,..,91193,..,..,..,..,9999,..,..,..,..,89998,..,..,..,..,-45000,..,..,..,..,9988,..,..,..,..,-8997,..,..,..,..,-12221,..,..,..,..,6002,..,..,..,..,4501,..
Djibouti,DJI,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1128611700.3618,..,..,..,..,..,..,..,..
Djibouti,DJI,GNI per capita (constant 2010 US$),NY.GNP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Djibouti,DJI,"Population, total",SP.POP.TOTL,83636,88498,94204,100628,107583,114963,122866,131397,140462,149887,159659,169372,179224,190568,205181,224183,248556,277479,308008,336085,358960,374937,385271,393802,406017,425613,454361,490330,528999,563864,590398,606844,615054,618495,622366,630388,643654,660863,680463,699975,717584,733015,746942,759641,771603,783254,794563,805451,816358,827823,840198,853674,868136,883293,898696,913993,929112,944097,958920
Dominica,DMA,Net migration,SM.POP.NETM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Dominica,DMA,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,192329541.059681,212592892.610305,173562356.524153,196790523.053486,218101620.16359,227104164.742335,232909669.467861,242684065.728389,246132444.231504,263542269.465431,280165359.177081,302064829.117075,301487472.956249,317824029.550636,322103441.249831,328642095.419358,335747775.023338,335861932.61591,346039117.138171,356783368.441353,364580154.224195,378338852.322604,379681123.994189,388563792.013072,388319765.170857,377334670.70334,401308219.954518,413550908.531293,416264766.518843,435657540.804062,463338172.84857,496331288.267493,490525417.514535,493824413.333333,492719819.666115,487502986.283718,484540468.319876,505806446.046434,492905837.365696,505337173.34281,457176471.244843,459612036.065326
Dominica,DMA,GNI per capita (constant 2010 US$),NY.GNP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6828.81642739271,..,..,..,..,..,..,..,..
Dominica,DMA,"Population, total",SP.POP.TOTL,60011,61032,61982,62918,63926,65038,66311,67686,69040,70213,71073,71568,71731,71738,71802,72094,72654,73440,74284,74955,75314,75309,75003,74483,73851,73201,72533,71842,71208,70723,70419,70374,70544,70831,71043,71098,70936,70599,70185,69835,69650,69661,69837,70100,70382,70589,70718,70795,70827,70851,70878,70916,70965,71016,71085,71183,71307,71458,71625
Dominican Republic,DOM,Net migration,SM.POP.NETM,..,..,-43490,..,..,..,..,-56172,..,..,..,..,-70824,..,..,..,..,-87098,..,..,..,..,-118102,..,..,..,..,-134470,..,..,..,..,-144154,..,..,..,..,-150146,..,..,..,..,-152553,..,..,..,..,-153773,..,..,..,..,-153000,..,..,..,..,-150000,..
Dominican Republic,DOM,GDP (constant 2010 US$),NY.GDP.MKTP.KD,4370881728.00714,4269772361.08606,4997650742.70433,5322643104.27333,5682712730.89127,4973405965.89199,5642992761.0521,5830765731.4806,5844693126.77603,6481264712.76123,7662584278.40885,8495619528.20552,9378668161.31639,10588119048.0285,11223607672.4794,11806478054.6942,12600832378.0635,13228578622.9572,13511760778.5574,14124032600.6187,15249539825.4704,15902199921.2163,16172331963.6539,16920778810.2417,17132778566.9674,16769129349.251,17359736944.586,19116085304.3506,19528221093.7441,20387568042.7654,19275566392.0305,19457554510.4408,21640873614.8284,23234618574.5331,23838800970.3539,25194139488.0514,26700201085.7107,29072585793.3135,31024658086.6413,32867538021.3523,34399744511.2012,35245811857.9112,36830147546.1233,36334521972.6268,37268367977.0658,40782118016.1477,44523614464.9785,47825464215.3915,49360424527.5047,49827450735.0151,53982886258.2205,55674398434.0633,57187276663.7945,59975273688.4404,64555004673.9627,69095397696.4097,73664129264.5577,77017184251.8333,82370450861.4939
Dominican Republic,DOM,GNI per capita (constant 2010 US$),NY.GNP.PCAP.KD,1307.59194839186,1218.93755998893,1382.26587095733,1431.04453654867,1484.09227427642,1265.6318829524,1384.4909138257,1387.76505650483,1352.0667676801,1454.50303040007,1692.25200136402,1833.76657439323,2010.14041116616,2173.10891274551,2234.54195076786,2293.7173216734,2385.02374055641,2407.18064591397,2437.70922041352,2510.70022497633,2553.31431091679,2583.15876760668,2590.31543601969,2648.86771985928,2630.90153145754,2440.68080913047,2528.52703640261,2702.72428680862,2672.72622271089,2779.22942073075,2586.60315632205,2550.41139768517,2809.89948947845,2913.9243337415,2956.43804426387,3069.51005459548,3220.64910137658,3448.69023679653,3617.35871185915,3765.19624054342,3886.55543644879,3924.00029308198,4043.65165991411,3836.78091294361,3810.83469100208,4246.4532088279,4593.60793876362,4864.7777397771,5030.83554065326,5015.13954363565,5369.01912469368,5458.06857407916,5532.9762835092,5691.47926077946,6044.63196912225,6433.32238253345,6763.54028134153,6957.77693853071,7387.55779549753
Dominican Republic,DOM,"Population, total",SP.POP.TOTL,3294224,3406280,3521018,3638109,3757132,3877765,3999796,4123092,4247558,4373124,4499720,4627210,4755459,4884461,5014189,5144637,5275770,5407500,5539590,5671797,5803927,5935909,6067770,6199661,6331764,6464229,6596962,6729933,6863441,6997888,7133494,7270409,7408342,7546463,7683707,7819247,7952763,8084407,8214426,8343283,8471321,8598601,8724975,8850317,8974444,9097257,9218686,9338861,9458075,9576737,9695121,9813210,9930911,10048224,10165178,10281680,10397743,10513131,10627165
Ecuador,ECU,Net migration,SM.POP.NETM,..,..,-9002,..,..,..,..,-5500,..,..,..,..,-5499,..,..,..,..,-7198,..,..,..,..,-14001,..,..,..,..,-16998,..,..,..,..,-19000,..,..,..,..,-69999,..,..,..,..,-120002,..,..,..,..,-44999,..,..,..,..,-38001,..,..,..,..,182000,..
Ecuador,ECU,GDP (constant 2010 US$),NY.GDP.MKTP.KD,10168767411.0665,10689857241.4439,11215707027.0026,11451951118.3708,12300225236.4756,12703067759.1904,12659937587.1629,13244962663.9128,13497867066.9789,14128114602.6041,15098988653.7367,16049108549.3378,16854395152.4747,19205698245.4985,21358370782.4021,23701844116.8743,25455113995.4351,25863628384.4359,27339620380.6521,28360495038.3763,29412295887.7496,31063168090.3808,31254158536.0804,31148873036.3377,31966616073.5339,33224502867.2423,34375659633.5608,34286592743.4633,36306233273.873,36671393361.237,38020869118.8889,39652474795.4838,40490851303.0372,41289824101.1892,43048048229.3022,44017726512.0244,44780002396.8268,46718020342.0217,48244078213.3422,45957605225.5697,46459369846.8824,48324998854.176,50304778795.5961,51674511190.306,55917522371.5994,58876284437.4934,61468917240.185,62815127109.2433,66808366776.0763,67186830556.6821,69555367000,75028081292.3641,79261137178.2611,83181798259.0618,86333447251.9654,86418807383.1387,85358980969.676,87380611573.98,88583953594.8408
Ecuador,ECU,GNI per capita (constant 2010 US$),NY.GNP.PCAP.KD,2207.53117661488,2247.88142722567,2292.83519849864,2289.74957651104,2393.02124940797,2395.49079832016,2318.64712064259,2357.10604941496,2330.58876108095,2373.06342548295,2460.21584234169,2532.94720667928,2582.94545505081,2818.89395656124,3056.18906208229,3363.72586236794,3484.76567641459,3435.46557645553,3520.11987518035,3530.26379946684,3542.16253885611,3645.28660482461,3515.56463583307,3413.76346387866,3365.25473005878,3419.58407308687,3446.59368861125,3325.43555305663,3393.25806730221,3331.21071543093,3424.48225887217,3539.90892465529,3581.33467943991,3609.01295199645,3694.13735186374,3708.92943505927,3681.83702150035,3775.80239087553,3803.98987785085,3469.55590248139,3433.50759841335,3569.86538428311,3670.31805130299,3696.81960897289,3919.65749332268,4081.10411254771,4205.54111793186,4224.22337928759,4487.37307389659,4456.33989549014,4564.51380452971,4842.62074584275,5046.36335860327,5218.36157518513,5328.21076680699,5239.23331374859,5082.25436177568,5088.25041212969,5048.86839522229
Ecuador,ECU,"Population, total",SP.POP.TOTL,4543666,4674172,4809201,4948986,5093854,5243977,5399422,5560012,5725459,5895367,6069376,6247418,6429379,6614843,6803280,6994334,7187787,7383724,7582353,7784072,7989186,8197652,8409397,8624594,8843462,9066109,9292474,9522360,9755579,9991870,10230934,10472475,10716129,10961466,11208001,11455204,11703174,11951452,12198449,12442115,12681123,12914667,13143465,13369678,13596388,13825847,14059384,14296557,14535739,14774424,15011117,15243883,15474102,15707474,15951838,16212020,16491115,16785361,17084357
"Egypt, Arab Rep.",EGY,Net migration,SM.POP.NETM,..,..,-50100,..,..,..,..,-239700,..,..,..,..,-559179,..,..,..,..,-595294,..,..,..,..,-392930,..,..,..,..,-212184,..,..,..,..,-460404,..,..,..,..,-210899,..,..,..,..,-74464,..,..,..,..,-283573,..,..,..,..,-280944,..,..,..,..,-190164,..
"Egypt, Arab Rep.",EGY,GDP (constant 2010 US$),NY.GDP.MKTP.KD,15403072209.1839,16198042347.7791,16825816385.7968,18595571337.1933,20735471115.0257,21754420935.5267,22852236841.2059,23036257706.6214,22666112880.1856,23862774279.2879,25198735286.2253,26221135246.7703,27022369395.9887,27969997996.8325,28406033083.9317,30945290182.9185,35054728616.5489,38210721351.4442,41507835712.6966,43395483252.027,47739947868.0341,51248143667.4188,56325384963.6693,59194829227.9389,64963816822.1871,68726200035.8273,71986932154.3154,74746013177.6516,78828132517.0511,82707161342.0533,87394200285.0522,88377738633.3517,92330750431.455,95009072343.6832,98783946374.6233,103369950362.624,108526798673.925,114487475445.129,120870721735.066,128187556880.564,136353109167.482,141173535145.489,144547870668.648,149163941492.323,155267836796.357,162211017704.695,173312477288.906,185596566588.274,198878383182.198,208173162899.898,218888324504.753,222750766478.596,227709643593.4,232686160554.957,239471083953.363,249940805429.861,260804841091.839,271709667876.451,286148648497.897
"Egypt, Arab Rep.",EGY,GNI per capita (constant 2010 US$),NY.GNP.PCAP.KD,..,..,..,..,..,705.007672446477,722.223302724296,712.979565135048,684.562617107273,696.67492700564,720.035692775897,731.818407403006,739.087205857329,742.40700175477,738.250049649569,779.080924566782,856.114761880832,908.65830159231,949.721964858154,957.568781028206,1015.47228804003,1057.73755370769,1150.47966311158,1182.83018669144,1266.344821695,1268.82439730795,1280.81172610631,1417.89097956467,1467.29295880829,1490.08028852624,1516.5402359701,1549.15259135675,1582.17042518583,1594.35204440815,1623.62774870841,1667.47383442924,1717.53553979485,1775.80348258731,1843.83179904807,1909.01993548436,1989.94405622299,2024.41505795677,2037.35880946853,2059.40504541171,2106.27500117337,2141.15916516432,2265.5713578281,2393.67967902169,2517.7879906272,2567.30780890373,2592.07858003961,2565.36593943479,2571.50450590785,2561.41238288402,2582.74638117756,2655.52987250293,2722.67982889046,2762.08888858748,2833.54866886554
"Egypt, Arab Rep.",EGY,"Population, total",SP.POP.TOTL,26632894,27366237,28112256,28871383,29644875,30433022,31237600,32056510,32881848,33703139,34513850,35311910,36102659,36896554,37708146,38549142,39422730,40329589,41275736,42267435,43309063,44400113,45539296,46728286,47968642,49258732,50602354,51991700,53399246,54788685,56134475,57424549,58666814,59880658,61095804,62334034,63601629,64892270,66200269,67515591,68831561,70152661,71485043,72826097,74172073,75523569,76873663,78232126,79636079,81134798,82761235,84529250,86422240,88404640,90424654,92442547,94447072,96442593,98423595
El Salvador,SLV,Net migration,SM.POP.NETM,..,..,-24031,..,..,..,..,-44306,..,..,..,..,-90977,..,..,..,..,-164230,..,..,..,..,-231749,..,..,..,..,-256685,..,..,..,..,-265152,..,..,..,..,-326853,..,..,..,..,-312786,..,..,..,..,-285671,..,..,..,..,-240415,..,..,..,..,-202694,..
El Salvador,SLV,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,..,..,..,..,7547385271.52541,8087863926.55763,8527588863.54527,8803600682.84468,9110443037.76855,9381687811.11888,9743657486.09797,10339729015.0707,10842412881.208,11420964151.8853,11754859680.7674,12348393129.4627,13185621806.3029,13887461579.1518,13306928822.6854,11740527960.8056,10513532819.1455,9850571147.79508,10001778768.2664,10135498124.0392,10197993146.0328,10217307633.4761,10474128705.2734,10670775937.5871,10773449271.45,11293974978.5816,11462747481.7015,12267208404.0216,12981066064.6468,13589850070.9183,14233323978.0033,14349707089.9392,14799561738.3314,15192367847.8621,15520601488.6041,15695372315.9154,15833070782.4163,16083369823.8473,16334629226.212,16480135824.9509,16926330190.4564,17661423001.8695,17990027755.0041,18372716135.3925,17989940029.2908,18447920000,19151755722.8868,19690779480.6879,20130993997.5712,20475489611.1644,20965883598.5569,21491594435.6106,21987607218.6896,22545571755.4981
El Salvador,SLV,GNI per capita (constant 2010 US$),NY.GNP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2083.5087229102,2084.22151748791,2220.92765342001,2321.80936324732,2411.86203100306,2498.97209247315,2487.13748438594,2530.3205160166,2577.15769809067,2582.28743325168,2603.81631606093,2608.51429359967,2622.73706578966,2631.05579096551,2638.50042282036,2696.86793571243,2820.66675800235,2863.07947661733,2930.45082034707,2827.63193108486,2896.19534676881,2990.80245765703,3028.15367122992,3066.46399132797,3104.50450362479,3157.33856767697,3204.61153078565,3246.33122113408,3313.31571451876
El Salvador,SLV,"Population, total",SP.POP.TOTL,2766324,2846600,2931192,3019224,3109563,3201313,3293952,3387383,3481624,3576838,3673068,3770059,3867309,3964270,4060260,4154692,4247502,4338458,4426675,4511129,4591134,4666364,4737257,4804935,4871035,4936807,5002336,5067537,5133274,5200602,5270079,5342198,5416323,5490477,5561919,5628600,5689938,5746284,5797765,5844846,5887936,5927006,5962136,5994077,6023797,6052123,6079399,6105810,6131764,6157686,6183875,6210568,6237923,6266070,6295128,6325124,6356143,6388122,6420744
Equatorial Guinea,GNQ,Net migration,SM.POP.NETM,..,..,2998,..,..,..,..,5001,..,..,..,..,-70000,..,..,..,..,-29998,..,..,..,..,64999,..,..,..,..,20000,..,..,..,..,20002,..,..,..,..,35001,..,..,..,..,50003,..,..,..,..,80001,..,..,..,..,89999,..,..,..,..,79998,..
Equatorial Guinea,GNQ,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,164823625.345287,174332993.380166,178171240.962056,187087619.73134,188979789.625448,213367969.501364,208395308.724523,217641261.247788,223420207.349764,220673975.135883,216793281.866299,214577136.655075,289132649.495085,321033270.674926,374545778.598325,440039841.242576,733018355.315771,1832347705.69357,2267978887.20713,2850033339.01954,3369132140.08877,5504483893.3827,6575812458.086,7493483546.94777,10340911891.9249,12072880264.5669,13003085741.6938,14990232117.7878,17658359891.78,17895574579.7547,16298542027.9965,17361846462.6899,18805114508.9646,18027861797.9093,18102689377.1309,16453526925.8321,15002915342.6387,14299926158.7733,13878116919.8895
Equatorial Guinea,GNQ,GNI per capita (constant 2010 US$),NY.GNP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9859.45762961325,12530.6112750893,14075.0241552505,13763.2065921545,13821.4368992858,10140.6575042343,10461.2511080792,11202.0000735892,10855.7085665843,10634.6520793802,10953.3071883622,9976.76622626394,9103.32482462006,..
Equatorial Guinea,GNQ,"Population, total",SP.POP.TOTL,255333,258791,262219,266000,270618,276300,283506,291790,299413,304000,303982,298846,289501,277646,265771,255800,247962,242156,239678,241980,249929,264374,284630,308206,331552,352118,369023,382981,394961,406620,419188,432853,447266,462637,479098,496768,515853,536460,558492,581770,606181,631666,658384,686664,716949,749535,784496,821687,860840,901599,943639,986853,1031191,1076413,1122276,1168568,1215179,1262001,1308974
Eritrea,ERI,Net migration,SM.POP.NETM,..,..,6997,..,..,..,..,4999,..,..,..,..,10000,..,..,..,..,10000,..,..,..,..,10000,..,..,..,..,-40000,..,..,..,..,-314772,..,..,..,..,-129998,..,..,..,..,227290,..,..,..,..,-80009,..,..,..,..,-246000,..,..,..,..,-199290,..
Eritrea,ERI,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1179433456.90305,1338123427.62891,1622092104.73348,1668457645.41958,1822937442.10576,1967107820.49516,2001976435.22553,2002246306.47439,1939336012.36364,2109133320.04651,2172521829.09089,2114830167.75909,2145531908.7939,2200767544.94132,2179437333.32658,2210534025.98508,1994276818.23643,2071584990.21171,2117039512.19512,2300794306.42964,..,..,..,..,..,..,..
Eritrea,ERI,GNI per capita (constant 2010 US$),NY.GNP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,522.392976999065,597.702048455727,731.415105596646,766.655840803755,820.597856325925,891.875716017772,912.555092705853,902.513556480965,846.490507043882,885.305547336386,868.412284077561,803.79672651987,777.35404170308,771.997453883581,741.760367931577,733.884091847671,645.827702852837,658.264516521737,661.553237398459,710.210416949442,..,..,..,..,..,..,..
Eritrea,ERI,"Population, total",SP.POP.TOTL,1007590,1033328,1060486,1088854,1118159,1148189,1178875,1210302,1242635,1276123,1310945,1347176,1384797,1423761,1463983,1505439,1547975,1591620,1636769,1683939,1733416,1784561,1836823,1890558,1946305,2003937,2064794,2127422,2185605,2231141,2258653,2266358,2257596,2238626,2218430,2204222,2196464,2195179,2206432,2237405,2292416,2374722,2481058,2600973,2719803,2826659,2918205,2996536,3062779,3119920,3170435,3213972,..,..,..,..,..,..,..
Estonia,EST,Net migration,SM.POP.NETM,..,..,43228,..,..,..,..,41204,..,..,..,..,30581,..,..,..,..,30510,..,..,..,..,25900,..,..,..,..,15497,..,..,..,..,-111876,..,..,..,..,-1197,..,..,..,..,-18406,..,..,..,..,-15151,..,..,..,..,-10516,..,..,..,..,19555,..
Estonia,EST,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10507168850.136,11066554220.3539,12372254758.3177,12881652376.2825,12771327686.6326,14121011168.8073,15014689085.8925,15927040858.0414,17108216227.3352,18185135022.5104,19889757107.0738,21932809902.7181,23632206205.7045,22351469214.5471,19060348608.4809,19490936349.1753,20971721297.2151,21875027647.655,22298647061.5152,22942757718.395,23378735866.6264,24194442664.4494,25369490981.3235,26350212987.4088
Estonia,EST,GNI per capita (constant 2010 US$),NY.GNP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9769.73362264551,10371.1490386644,11072.0282495821,11868.6966051823,12733.2007364989,14141.1298833325,15481.0244027326,16446.8213908869,15844.4242437746,13847.113793313,13862.3043354559,15003.9122823653,15871.5275828007,16526.0464374442,16947.9988490796,17377.5006551368,17965.4709776935,18869.8390088183,..
Estonia,EST,"Population, total",SP.POP.TOTL,1211537,1225077,1241623,1258857,1277086,1294566,1308597,1318946,1331214,1345249,1360076,1376955,1392518,1405951,1418169,1429352,1439576,1450211,1460188,1468333,1477219,1487666,1498414,1508745,1518617,1528781,1540190,1552221,1561900,1568131,1569174,1561314,1533091,1494128,1462514,1436634,1415594,1399535,1386156,1390244,1396985,1388115,1379350,1370720,1362550,1354775,1346810,1340680,1337090,1334515,1331475,1327439,1322696,1317997,1314545,1315407,1315790,1317384,1320884
Eswatini,SWZ,Net migration,SM.POP.NETM,..,..,-12011,..,..,..,..,-3966,..,..,..,..,-11426,..,..,..,..,-10100,..,..,..,..,-9310,..,..,..,..,-2218,..,..,..,..,-23252,..,..,..,..,-25847,..,..,..,..,-47814,..,..,..,..,-38219,..,..,..,..,-41764,..,..,..,..,-41764,..
Eswatini,SWZ,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,528635765.818396,601289529.241724,633905242.798518,691075088.458322,730766895.666003,832405200.899292,814762890.708227,822988679.068791,833910798.260362,859819948.538685,966859382.514702,1108421529.27317,1121418524.0977,1134901954.65406,1204831833.57637,1250524065.09093,1403894314.43747,1608955404.30484,1714660903.52551,1936042557.27555,2342959992.34362,2384204905.92267,2461124288.65669,2537569618.60234,2598488825.04525,2723882841.3067,2828535881.09833,2916299843.75492,2992241440.74721,3080538751.69001,3134761586.47074,3167825951.57376,3306579867.18493,3434882228.42243,3559359414.14342,3772877432.00497,3998954542.31774,4176323195.41783,4210638536.03824,4276537086.12669,4438778424.30203,4538527974.08081,4752652120.81667,5057821995.48748,5155489045.37073,5175653650.92985,5342437662.18855,5442504422.78282,5476468048.90968
Eswatini,SWZ,GNI per capita (constant 2010 US$),NY.GNP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2998.71028632816,2992.26815671461,3024.63656093008,2962.18248427611,2829.67517411852,3082.45923848025,3233.54136585193,3272.42731367986,3165.09882099862,3267.24463357747,3180.29307568603,3338.44102789427,3253.42038592358,3295.23357912523,3472.80901341449,3876.56791827813,3878.16560323256,4054.91945898569,4005.65033993575,3958.84691403184,3956.1237764279,4207.88307768165,4383.07259286567,4699.17765551424,4721.04140681335,4736.76884297819,4784.73652361068,4753.69322990171,..
Eswatini,SWZ,"Population, total",SP.POP.TOTL,336583,343345,350156,357292,365122,373919,383826,394757,406506,418747,431253,443977,457039,470559,484749,499763,515599,532260,549796,568315,587858,608380,629811,652115,675239,699080,723595,748632,773768,798507,822420,845266,866993,887706,907620,926841,945508,963426,979918,994108,1005435,1013609,1019059,1022802,1026286,1030579,1036092,1042652,1049945,1057467,1064837,1072032,1079288,1086839,1095021,1104044,1113984,1124753,1136191
Ethiopia,ETH,Net migration,SM.POP.NETM,..,..,-19999,..,..,..,..,-42182,..,..,..,..,-59597,..,..,..,..,-2112372,..,..,..,..,248546,..,..,..,..,765993,..,..,..,..,1457943,..,..,..,..,-155577,..,..,..,..,-150001,..,..,..,..,-50132,..,..,..,..,399997,..,..,..,..,150002,..
Ethiopia,ETH,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8227603581.96336,8302969570.96223,8986719589.93333,8730775888.12342,7757787405.46445,8507314752.23643,9686371611.63207,9735159432.1337,9700011205.55304,9964477334.01903,9253264787.04285,8450777235.35501,9561448857.12287,9866455689.20831,10471023887.6987,11772171512.2639,12141100401.7836,11721244257.5256,12326311978.1412,13074915711.7851,14160304516.1707,14374794288.769,14064103274.8829,15972968197.1422,17860775923.0952,19795942246.2104,22063798449.1645,24444156129.4695,26595865976.5256,29933790334.3418,33279878089.9327,36157859258.9667,39984181569.4229,44085556179.422,48667131302.6327,53258136694.1367,58319714683.1484,62291386041.403
Ethiopia,ETH,GNI per capita (constant 2010 US$),NY.GNP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,340.319342534697,..,..,..,..,..,..,..,..
Ethiopia,ETH,"Population, total",SP.POP.TOTL,22151278,22671191,23221389,23798430,24397022,25013626,25641044,26280132,26944390,27652709,28415077,29248643,30140804,31036662,31861352,32566854,33128149,33577242,33993301,34487799,35141712,35984528,36995248,38142674,39374348,40652141,41965693,43329231,44757203,46272299,47887865,49609969,51423585,53295566,55180998,57047908,58883530,60697443,62507724,64343013,66224804,68159423,70142091,72170584,74239505,76346311,78489206,80674348,82916235,85233913,87639964,90139927,92726971,95385785,98094253,100835458,103603501,106400024,109224559
Faroe Islands,FRO,Net migration,SM.POP.NETM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Faroe Islands,FRO,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2320424601.26954,..,..,..,..,..,..,..,..
Faroe Islands,FRO,GNI per capita (constant 2010 US$),NY.GNP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,49163.1576748752,..,..,..,..,..,..,..,..
