Country Name,Country Code,Series Name,Series Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018]
Ukraine,UKR,GNI per capita (constant 2010 US$),NY.GNP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3711.13158992451,3259.91534303139,2732.57101662252,2154.07803553043,1890.6057173575,1722.18881672692,1685.33726597189,1656.37510919684,1655.13615802359,1766.52039771817,1972.74094894679,2103.38702988362,2328.35581210595,2627.90865072099,2729.1743464013,2938.09387085919,3180.67499513655,3291.94645696354,2786.72549446758,2921.34534474155,3063.06845521451,3097.24020808915,3102.59637106525,3084.31263009172,2792.01071813427,2878.09450829656,2904.38900468685,3027.10626530704
Ukraine,UKR,"Population, total",SP.POP.TOTL,42664652,43206345,43752230,44288608,44796964,45264548,45684979,46063228,46411810,46749283,47088857,47435010,47783005,48125842,48452626,48755665,49032729,49287127,49523314,49747989,49965874,50221000,50384000,50564000,50754000,50917000,51097000,51293000,51521000,51773000,51892000,52000470,52150266,52179210,51921041,51512299,51057189,50594105,50143939,49673350,49175848,48683865,48202500,47812950,47451600,47105150,46787750,46509350,46258200,46053300,45870700,45706100,45593300,45489600,45271947,45154029,45004645,44831135,44622516
United Arab Emirates,ARE,Net migration,SM.POP.NETM,..,..,37882,..,..,..,..,53823,..,..,..,..,260488,..,..,..,..,372430,..,..,..,..,184159,..,..,..,..,256638,..,..,..,..,368126,..,..,..,..,498394,..,..,..,..,1189616,..,..,..,..,3592436,..,..,..,..,270000,..,..,..,..,200000,..
United Arab Emirates,ARE,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,56806673982.3009,66195031477.1953,80386802831.8584,79108971545.2688,95661395017.0183,118500337753.574,124021477848.877,115688082614.023,110197733641.933,114624322913.547,110504178543.227,93974812607.2158,97153023580.6671,94608675561.6065,106281391095.984,125760629081.007,126842273546.63,131085077658.271,132738310796.46,141892141892.444,151381727243.022,160159451463.581,173277148999.319,173783108481.96,178826665568.414,198234194635.807,201007659577.944,205899094159.292,224019327978.216,245449995044.248,257366938869.98,282684947637.849,291686739332.879,300996902491.491,285215869952.349,289787338325.391,309870388019.061,323766916269.571,340127978216.474,355089176310.415,373073383253.914,384222464261.402,387259360108.918,392773315180.395
United Arab Emirates,ARE,GNI per capita (constant 2010 US$),NY.GNP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,63877.4130777945,59692.2367635679,60324.604099028,60617.543613537,57043.0762912589,54611.2355592584,49031.1038559769,43079.7287944781,36417.1046597163,33881.6474003225,34646.7942450779,35447.806496839,37146.4018699689,38607.920726238,40463.5079564309,41269.6993288299,41102.0071399123,..
United Arab Emirates,ARE,"Population, total",SP.POP.TOTL,92418,100796,112118,125130,138039,149857,159976,169771,182627,203106,234514,277471,330974,394624,467451,548301,637922,735344,835508,931749,1019509,1096610,1164806,1228459,1293971,1366164,1446380,1533536,1627066,1725681,1828432,1937153,2052891,2173139,2294385,2415090,2539126,2671362,2813214,2966034,3134062,3302719,3478777,3711932,4068570,4588225,5300174,6168838,7089487,7917372,8549988,8946777,9141596,9197910,9214175,9262900,9360980,9487203,9630959
United Kingdom,GBR,Net migration,SM.POP.NETM,..,..,143068,..,..,..,..,-84853,..,..,..,..,106415,..,..,..,..,39119,..,..,..,..,-97495,..,..,..,..,98758,..,..,..,..,205443,..,..,..,..,513361,..,..,..,..,992223,..,..,..,..,2189404,..,..,..,..,1300231,..,..,..,..,1303250,..
United Kingdom,GBR,GDP (constant 2010 US$),NY.GDP.MKTP.KD,724558361061.079,743205377406.73,753075094121.114,782868561011.181,822311690317.643,845245772817.275,862567488917.333,882501122554.945,917666480088.841,936501085850.921,993224721724.749,1027831874523.51,1072048689532.07,1141823804590.66,1113696181351.63,1097210627890.76,1129131797875.13,1156715478075.17,1205323193256.14,1250422686001.45,1225063972203.5,1215617352434.28,1240055438891.31,1292408912364.22,1321828225002.39,1377286531646.79,1420540553259.26,1495839432054.31,1581973602099.17,1622610512223.73,1634606777638.04,1616823912843.37,1622822748446.88,1663820881780.44,1728626014990.77,1771069041160.31,1815968947653.54,1893931320597.21,1957212850950.36,2020114886034.26,2089878756759.96,2149245864136.88,2202971142668.3,2276538398834.04,2329986786421.35,2403351645058.65,2464590928839.71,2527327110515.68,2518586070587.86,2411631668574.17,2452899665124.47,2493244223366.51,2529322974272.55,2581081905285.73,2657160857646.89,2719580793136.38,2768240513221.77,2818703538384.81,2858097953047.3
United Kingdom,GBR,GNI per capita (constant 2010 US$),NY.GNP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,17902.3369081035,18434.8638853096,19141.3203582538,20391.3172560831,19874.3092255011,19523.5971155546,20108.9917837651,20506.7225100306,21392.3110902606,22129.0554193477,21599.6049319068,21437.0246524343,21854.6343686161,22839.930986159,23349.2192860525,24205.474159221,24976.9351151352,26215.3000070098,27681.7369882551,28279.9623960817,28349.9046028446,27972.9239835914,28073.9650554555,28687.0210918966,29826.1123546448,30410.2505076742,31119.1033126372,32414.6705882351,33572.8293698279,34312.6183948491,35620.5450463879,36617.6533525927,37587.9316060026,38658.2216785036,39251.3684657202,40334.9615848298,40548.9480253694,41022.7351553291,40376.1566954083,38435.2629616714,39106.4790120928,39568.815606164,39291.2693012551,39417.5793541062,40275.9835035816,40799.4294647296,41126.2947916913,41977.293743152,..
United Kingdom,GBR,"Population, total",SP.POP.TOTL,52400000,52800000,53250000,53650000,54000000,54348050,54648500,54943600,55211700,55441750,55663250,55896223,56086065,56194527,56229974,56225800,56211968,56193492,56196504,56246951,56314216,56333829,56313641,56332848,56422072,56550268,56681396,56802050,56928327,57076711,57247586,57424897,57580402,57718614,57865745,58019030,58166950,58316954,58487141,58682466,58892514,59119673,59370479,59647577,59987905,60401206,60846820,61322463,61806995,62276270,62766365,63258918,63700300,64128226,64613160,65128861,65595565,66058859,66488991
United States,USA,Net migration,SM.POP.NETM,..,..,1835728,..,..,..,..,1556054,..,..,..,..,2889346,..,..,..,..,3770881,..,..,..,..,3382460,..,..,..,..,3366853,..,..,..,..,4463754,..,..,..,..,8859954,..,..,..,..,5334893,..,..,..,..,5428756,..,..,..,..,4961716,..,..,..,..,4774029,..
United States,USA,GDP (constant 2010 US$),NY.GDP.MKTP.KD,3170879604134.89,3243809835029.98,3441682234966.81,3593116253305.35,3801516995997.07,4044814083740.87,4307726999184.04,4415420174163.64,4627360342523.48,4770808513141.71,4758686862300,4915407665200,5173903810700,5466007905500,5436461589500,5425291617300,5717613883200,5982005451900,6313127560800,6513010666200,6496288385600,6661145910500,6541053812600,6840890965100,7335940248500,7641823717800,7906433457700,8179962259700,8521643077500,8834613741300,9001231051100,8991486398900,9308206336700,9564446766800,9949782934400,10216863677300,10602294994300,11073801990000,11570064189000,12120016644000,12620268393300,12746261681200,12968262715400,13339312044500,13846057986100,14332499605600,14741688498100,15018267850100,14997755929100,14617299295900,14992052727000,15224554803800,15567038144900,15853795607800,16242526401300,16710459044300,16972347893400,17348626599500,17844274747700
United States,USA,GNI per capita (constant 2010 US$),NY.GNP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,23256.5317396425,23733.9788457839,24719.956921598,25923.5320266234,25577.691740767,25217.5503289731,26357.8541634694,27319.5050695636,28510.2774170269,29174.7191969045,28814.0437027654,29207.5785907606,28430.5410900908,29442.8888337969,31261.4228119328,32177.5581738471,32914.9584887797,33746.7881057762,34863.9552373437,35806.9806419988,36123.5561317623,35581.8267806712,36314.4565078769,36817.1716176939,37780.8948820164,38355.1695977865,39348.1901392994,40561.4851697377,41854.9985224319,43375.4981483074,44699.7629287261,44755.4646870649,45093.5306752792,46030.5442818288,47400.3956579491,48593.9789711317,49386.8708429936,50030.5277356165,49632.9233743109,47924.8594318629,48902.2320894793,49403.7754668705,50104.325424615,50647.1813029295,51513.2908887082,52540.9842037517,52933.6774818965,53815.8115434973,..
United States,USA,"Population, total",SP.POP.TOTL,180671000,183691000,186538000,189242000,191889000,194303000,196560000,198712000,200706000,202677000,205052000,207661000,209896000,211909000,213854000,215973000,218035000,220239000,222585000,225055000,227225000,229466000,231664000,233792000,235825000,237924000,240133000,242289000,244499000,246819000,249623000,252981000,256514000,259919000,263126000,266278000,269394000,272657000,275854000,279040000,282162411,284968955,287625193,290107933,292805298,295516599,298379912,301231207,304093966,306771529,309326085,311580009,313874218,316057727,318386421,320742673,323071342,325147121,327167434
Uruguay,URY,Net migration,SM.POP.NETM,..,..,-6000,..,..,..,..,-34000,..,..,..,..,-136000,..,..,..,..,-60000,..,..,..,..,-30000,..,..,..,..,-30000,..,..,..,..,-20000,..,..,..,..,-26000,..,..,..,..,-104000,..,..,..,..,-50000,..,..,..,..,-30000,..,..,..,..,-15000,..
Uruguay,URY,GDP (constant 2010 US$),NY.GDP.MKTP.KD,13898153414.368,14244639648.945,14020350839.1178,14044249768.5867,14387002602.5543,14537433684.9281,14982694335.3787,14434802057.9934,14707462729.297,15570017272.1179,15933298998.6466,15893193047.6144,15683471262.2339,15726632115.0035,16181972308.499,17168573294.2352,17844237375.8741,18103953323.5173,19076857122.5887,20259453764.2454,21443294868.0415,21777715880.8947,19652674358.1017,17633480142.3077,17431996921.0776,17687643436.5125,19245890915.1272,20784241382.2142,21092042998.9585,21324878277.7294,21388287457.4651,22145177992.9259,23901642364.5889,24536839529.7938,26323450891.4153,25942392888.9544,27389448605.6395,29730611911.5597,31074105581.6246,30471512755.4087,29883433694.3553,28734675664.6007,26512908469.9633,26726412657.9005,28063845207.1376,30157445133.4999,31393471352.8303,33447078686.85,35847289438.6439,37368467078.9171,40284481651.9021,42364020183.5261,43862934925.0282,45897095482.1804,47383606579.1555,47559277162.5174,48362932954.0502,49616180345.9089,50420003960.9931
Uruguay,URY,GNI per capita (constant 2010 US$),NY.GNP.PCAP.KD,..,..,..,..,..,5341.51215952053,5439.64646427116,5158.26817170067,5224.0246815835,5512.79641442119,6370.58077664694,5604.20242590672,5464.85014941034,5126.67772026185,5647.30153327364,5925.72001582731,6156.90602595962,6237.58252519971,6533.98189633765,6946.98877101107,7070.48617785291,7379.24968430764,6517.92984331058,5608.01983724858,5399.780490873,5456.21862696898,6039.8123400852,6536.1163010498,6597.79136897541,6600.22347558285,6637.68618023719,6912.54334395363,7446.58703433147,7600.34323296739,8072.8937807943,7921.27547169538,8320.54391640739,9030.69276013365,9375.41904715018,9208.32038355989,8989.55520263749,8625.76535592224,8030.94273807946,7717.70711359036,8088.94628525485,8831.41981492174,9245.9947949197,9832.2924274567,10425.1825569076,10799.9010190712,11544.7453663768,12146.3964381173,12013.5265701772,12792.1068964084,13020.2748233699,13302.3812883816,13413.7702467861,13556.9357404672,13580.9623638839
Uruguay,URY,"Population, total",SP.POP.TOTL,2538643,2571681,2603882,2635126,2665388,2694536,2722875,2750086,2774759,2795042,2809793,2818281,2821461,2822117,2824095,2830176,2841372,2856958,2875728,2895688,2915389,2934613,2953852,2973036,2992246,3011519,3030649,3049581,3068705,3088595,3109601,3131660,3154464,3177745,3201151,3224281,3247381,3270164,3291053,3308012,3319736,3325473,3326040,3323668,3321476,3321803,3325401,3331749,3340221,3349676,3359275,3368934,3378974,3389439,3400434,3412009,3424132,3436646,3449299
Uzbekistan,UZB,Net migration,SM.POP.NETM,..,..,161627,..,..,..,..,446173,..,..,..,..,70667,..,..,..,..,72079,..,..,..,..,-185170,..,..,..,..,-356031,..,..,..,..,-322777,..,..,..,..,-242636,..,..,..,..,-242297,..,..,..,..,-140130,..,..,..,..,-66469,..,..,..,..,-44314,..
Uzbekistan,UZB,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,18001187716.5451,19646241066.4208,20253564132.4863,20577621159.7321,20476379262.8133,18183024785.9047,17764815214.7997,16841044825.0632,16689475420.5903,16973196503.3454,17855802721.066,18623602238.0718,19424417134.8573,20169343531.9792,21009162371.7158,21843958958.3906,22768532347.0796,24464560458.9697,26164849172.5882,28114501576.7622,30777789802.4239,33556766001.5042,36258398858.903,39332770928.9426,42590036994.5328,46073796152.125,49771701594.0336,53345005658.0365,57318392565.4543,60811561832.3686,63524747317.9829,66785463953.1149
Uzbekistan,UZB,GNI per capita (constant 2010 US$),NY.GNP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,732.326613522159,728.74572639744,747.236206213265,771.064075918856,793.161508193595,807.048127109499,828.364258997743,853.433336239314,882.399767562613,944.195315004606,1000.57898999433,1058.45737304698,1195.54355096389,1299.55191456288,1341.5017700812,1418.92073326219,1507.35344204624,1615.84208729974,1736.39321099807,1808.4164767293,1868.65978991445,1936.55010210445,2008.41639499956,2096.72496718056
Uzbekistan,UZB,"Population, total",SP.POP.TOTL,8526300,8813616,9113620,9428906,9762816,10116870,10493436,10889509,11294672,11694847,12080317,12446443,12796980,13140797,13491117,13857478,14242769,14643875,15057224,15476922,15898757,16321696,16747426,17177664,17615040,18061284,18515578,18976417,19443887,19918119,20510000,20952000,21449000,21942000,22377000,22785000,23225000,23667000,24051000,24311650,24650400,24964450,25271850,25567650,25864350,26167000,26488250,26868000,27302800,27767400,28562400,29339400,29774500,30243200,30757700,31298900,31847900,32388600,32955400
Vanuatu,VUT,Net migration,SM.POP.NETM,..,..,-652,..,..,..,..,-1213,..,..,..,..,776,..,..,..,..,-435,..,..,..,..,-4003,..,..,..,..,-3616,..,..,..,..,-948,..,..,..,..,-7385,..,..,..,..,-2574,..,..,..,..,-3275,..,..,..,..,1785,..,..,..,..,600,..
Vanuatu,VUT,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,270194371.440611,239392735.358929,249446399.771793,276137456.441239,314335812.940872,344468159.099593,347857689.095483,347398092.2652,337344400.87191,331570710.01946,336655005.626486,376065472.454309,387871376.91635,397925067.083257,400912450.159245,437220634.090318,441644258.793918,451927747.375967,474132041.467201,494526670.126537,496182287.140402,525566423.179068,507231997.729233,481306261.675084,501970814.774062,521973121.067495,549652584.773368,596181554.777833,627025086.554647,667458933.182145,689570618.189538,700804286.224354,709376703.207254,721824490.38557,736038269.045342,753195366.840874,747161562.612567,777052317.457476,812024958.066869,838009756.725008
Vanuatu,VUT,GNI per capita (constant 2010 US$),NY.GNP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2424.8718733414,2453.12989905648,2651.82391177448,2705.07333163454,2969.57195860492,2902.4594970174,2860.66756722535,2834.307520807,2714.09398167465,2849.03731585903,2853.8494761318,..,..,..,..
Vanuatu,VUT,"Population, total",SP.POP.TOTL,63689,65705,67794,69946,72115,74270,76395,78499,80657,82927,85377,88010,90809,93747,96774,99859,103006,106200,109405,112549,115597,118541,121395,124209,127049,129984,132995,136079,139315,142794,146573,150716,155170,159744,164129,168158,171722,174921,177987,181265,184972,189219,193920,198959,204127,209282,214370,219472,224704,230247,236211,242653,249499,256635,263888,271130,278330,285510,292680
"Venezuela, RB",VEN,Net migration,SM.POP.NETM,..,..,18870,..,..,..,..,3160,..,..,..,..,940,..,..,..,..,1120,..,..,..,..,1380,..,..,..,..,920,..,..,..,..,-2270,..,..,..,..,-4540,..,..,..,..,-22740,..,..,..,..,-200220,..,..,..,..,-431040,..,..,..,..,-3266243,..
"Venezuela, RB",VEN,GDP (constant 2010 US$),NY.GDP.MKTP.KD,101424598387.439,104662598406.777,113593388603.365,118024611218.109,131159977731.603,136619992722.104,138683296313.863,142613399299.256,153077276207.634,154158058104.214,166046595556.999,168502908249.561,170664472042.72,182798644146.606,186581357182.176,191985234255.727,206821353703.276,219790673052.641,224948932384.315,226668341123.575,216646603064.423,215860585567.369,211390099736.022,203431649063.958,206365468360.023,206764373143.364,220225447230.551,228113151825.799,241392458807.554,220705409898.743,234980505270.494,257843845201.444,273470402498.85,274223507601.768,267780604549.582,278362390881.435,277811686363.732,295510878325.979,296379843313.593,278684608814.159,288959554742.817,298767524286.809,272309725931.075,251191289620.88,297125652791.19,327782821536.693,360142030430.877,391667346884.866,412338978104.743,399134636051.027,393192354510.653,409613739715.026,432658432475.436,438469442078.588,421393747431.435,..,..,..,..
"Venezuela, RB",VEN,GNI per capita (constant 2010 US$),NY.GNP.PCAP.KD,..,11794.0759632953,12385.1954703364,12498.0630604809,13190.8627209215,13327.3371336311,13182.1101349685,13161.1811155425,13646.4817692808,13420.812706085,14082.6214929324,13809.6282183519,13818.7662077189,14287.5557957239,14325.2591261738,14673.4761496586,15401.8472515723,15851.3323817716,15750.2028343661,15420.411947074,14417.4097500058,14025.3531021941,12972.9304898685,12090.4805183554,11803.4558723302,11507.9493739476,12126.7431604258,12133.5545429406,12595.206266805,10906.7142140884,11821.0942610739,12746.8007437134,12972.8197381071,12745.8983201008,12138.4208472084,12440.3604322998,12157.9770613518,12630.5085305501,12465.9562809481,11623.2885432424,11847.777417934,11972.1623111012,10555.2730000922,9592.71761230267,11058.1926637563,12212.3804519623,13378.4107735348,14655.9203377886,15040.4718628861,14170.7418287095,13654.7908152819,13735.300511235,14263.8473981592,14205.0008599605,13921.732334942,..,..,..,..
"Venezuela, RB",VEN,"Population, total",SP.POP.TOTL,8141841,8439261,8742777,9052635,9369096,9692278,10022592,10359745,10702291,11048262,11396393,11745945,12097694,12453718,12816955,13189509,13572208,13964379,14364727,14771271,15182611,15597886,16017573,16443134,16876703,17319520,17772001,18232730,18698847,19166471,19632665,20096317,20557683,21016901,21474549,21931084,22385650,22837743,23288564,23739841,24192446,24646472,25100408,25551624,25996594,26432447,26850194,27247610,27635832,28031009,28439940,28888369,29362449,29783571,30045134,30081829,29846179,29390409,28870195
Vietnam,VNM,Net migration,SM.POP.NETM,..,..,0,..,..,..,..,0,..,..,..,..,0,..,..,..,..,-858895,..,..,..,..,-327564,..,..,..,..,-332327,..,..,..,..,-394236,..,..,..,..,-216001,..,..,..,..,-650999,..,..,..,..,-799969,..,..,..,..,-399999,..,..,..,..,-399999,..
Vietnam,VNM,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,22466506503.8517,23321549315.0894,23972055325.3215,24831086648.2253,26106165845.6517,28028757795.2627,29458481786.1674,31214455910.1046,33913272582.3353,36650999734.9207,39890574620.3549,43696326983.664,47777571569.0438,51672439404.9752,54651074161.6117,57259890667.8823,61146300622.5134,64933025784.1857,69037326105.908,73800255066.9558,79362145321.3725,85351803030.4192,91307613276.967,97817393659.7482,103355590690.416,108934619580.606,115931749697.241,123166241860.417,129629226783.14,136657571781.858,144834688912.566,154508616051.562,164104855205.203,175284081081.177,187686812137.294
